period;value;ref_area;price_type;unit_measure
2025-04-01;335475.0945907651;Москва;Первичный рынок;руб. за квадратный метр
2025-05-01;340317.3282735027;Москва;Первичный рынок;руб. за квадратный метр
2025-06-01;346082.1163794327;Москва;Первичный рынок;руб. за квадратный метр
2025-07-01;344851.4129764521;Москва;Первичный рынок;руб. за квадратный метр
2025-08-01;355735.8998587143;Москва;Первичный рынок;руб. за квадратный метр
2025-09-01;370992.5913969762;Москва;Первичный рынок;руб. за квадратный метр
2025-10-01;375968.783183046;Москва;Первичный рынок;руб. за квадратный метр
2025-11-01;386787.7177101247;Москва;Первичный рынок;руб. за квадратный метр
2025-12-01;416071.6623650805;Москва;Первичный рынок;руб. за квадратный метр
2026-01-01;429783.5221204289;Москва;Первичный рынок;руб. за квадратный метр
2022-01-01;95019.4681132075;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-02-01;101629.9662;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-03-01;105420.4629454545;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-04-01;106872.7048339483;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-05-01;109460.7345283019;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-06-01;109448.8721649484;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-07-01;109129.9737650603;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-08-01;109202.1438904899;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-09-01;107969.287027027;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-10-01;108484.7170520231;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-11-01;108409.5489096573;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-12-01;108971.1154081633;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-01-01;111876.5637666667;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-02-01;111921.0621034483;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-03-01;115576.1683529412;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-04-01;116911.2314159292;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-05-01;117458.7292976589;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-06-01;117454.6925806452;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-07-01;120216.8325882353;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-08-01;122841.4779674797;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-09-01;123726.9802136752;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-10-01;129241.7667111111;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-11-01;132554.6059583333;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2023-12-01;140255.8620960699;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-01-01;151518.9808071749;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-02-01;157340.6728968254;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-03-01;159574.1884488449;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-04-01;164484.1912286689;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-05-01;166851.4862280702;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-06-01;169673.4639808917;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-07-01;170953.255046729;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-08-01;171187.8595886076;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-09-01;173213.7890789474;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-10-01;177916.8346601942;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-11-01;183088.0225914634;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2024-12-01;181594.2429470199;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-01-01;182649.9700704225;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-02-01;184743.8747118644;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-03-01;188624.9133863636;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-04-01;190690.7378603604;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-05-01;191827.9711899314;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-06-01;194541.0468238994;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-07-01;192637.4279734219;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-08-01;194710.3786557377;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-09-01;198576.3479276316;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-10-01;196749.5134556575;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-11-01;192721.9242571429;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2025-12-01;193858.043480826;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2026-01-01;200078.7173867596;Республика Алтай;Вторичный рынок;руб. за квадратный метр
2022-01-01;57865.0;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-02-01;61919.4465447155;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-03-01;67099.8613445378;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-04-01;69720.1063951676;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-05-01;70018.9635300546;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-06-01;70575.5263157895;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-07-01;70782.4763903463;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-08-01;71931.8526930894;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-09-01;72375.8097101449;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-10-01;71723.5357951807;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-11-01;73110.3115740741;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-12-01;72323.7742663657;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-01-01;71914.0827007299;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-02-01;74782.3386666667;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-03-01;74384.2351716962;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-04-01;76706.059214355;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-05-01;76795.9295929593;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-06-01;77318.0246674446;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-07-01;76261.09187251;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-08-01;77186.7084393757;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-09-01;79538.2387022016;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-10-01;88846.1538461538;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-11-01;91869.3118630413;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2023-12-01;96285.9030481557;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-01-01;97571.2782103134;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-02-01;99490.5117616876;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-03-01;103957.6623579202;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-04-01;105021.9898202397;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-05-01;103742.379803516;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-06-01;102599.9672431507;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-07-01;107538.4117074664;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-08-01;107813.1766666666;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-09-01;110588.8200222966;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-10-01;110049.8522916667;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-11-01;118251.3890306946;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2024-12-01;120652.8473663625;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-01-01;118712.3541705499;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-02-01;117222.7676651982;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-03-01;115179.1977761768;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-04-01;119217.6495099819;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-05-01;117880.9389755011;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-06-01;115719.3960804702;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-07-01;113789.8151166408;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-08-01;112965.6200907716;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-09-01;113404.8384498094;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-10-01;114624.4830753769;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-11-01;116005.9880239521;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2025-12-01;115800.217304;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2026-01-01;116669.5699137931;Республика Мордовия;Первичный рынок;руб. за квадратный метр
2022-01-01;69083.0372890103;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-02-01;71952.397791927;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-03-01;78743.8441861827;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-04-01;78212.9783924184;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-05-01;78625.9077169105;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-06-01;79213.6398212537;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-07-01;79635.4641016652;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-08-01;77983.3535844472;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-09-01;77050.3174870734;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-10-01;77461.230345941;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-11-01;78914.952845977;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-12-01;79440.3669724771;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-01-01;80778.3543527397;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-02-01;79300.8289299198;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-03-01;80880.8810830325;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-04-01;79395.7515279613;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-05-01;80861.452393736;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-06-01;80805.387982389;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-07-01;81849.0898141696;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-08-01;83395.2458971128;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-09-01;85222.8831400778;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-10-01;90621.0680762047;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-11-01;90489.7651006711;Ульяновская область;Первичный рынок;руб. за квадратный метр
2023-12-01;91894.7373193916;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-01-01;93137.0348766505;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-02-01;93276.8007746114;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-03-01;95345.0714851002;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-04-01;94823.2626648805;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-05-01;95538.1286985861;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-06-01;103203.3228565587;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-07-01;103752.7383328192;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-08-01;105814.8406586064;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-09-01;104273.0602971151;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-10-01;108379.5604236577;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-11-01;109808.1224782279;Ульяновская область;Первичный рынок;руб. за квадратный метр
2024-12-01;115060.0781903945;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-01-01;109834.7907059639;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-02-01;116005.9964754098;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-03-01;114103.4969836513;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-04-01;111414.4381897847;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-05-01;111676.1272994423;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-06-01;112051.9644402149;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-07-01;114756.9195564318;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-08-01;115256.0993649085;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-09-01;115711.3943970588;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-10-01;118475.9340921122;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-11-01;118992.3702767221;Ульяновская область;Первичный рынок;руб. за квадратный метр
2025-12-01;122908.3082898139;Ульяновская область;Первичный рынок;руб. за квадратный метр
2026-01-01;123298.7845228548;Ульяновская область;Первичный рынок;руб. за квадратный метр
2022-01-01;91845.2337740904;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-02-01;92456.228475946;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-03-01;103262.2353387777;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-04-01;107227.0506840013;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-05-01;108147.0659637188;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-06-01;108147.3604269294;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-07-01;105284.7093913441;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-08-01;105797.5002962147;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-09-01;111052.7373288841;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-10-01;106142.853000463;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-11-01;106605.8463056693;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-12-01;104735.3963819762;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-01-01;105698.053161512;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-02-01;104044.5421024369;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-03-01;106576.312829273;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-04-01;109528.9502562749;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-05-01;110209.0915601289;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-06-01;111138.3307909505;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-07-01;110935.0576485575;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-08-01;113590.7761117789;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-09-01;115873.0129611785;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-10-01;122238.8687790698;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-11-01;121694.4419107733;Ростовская область;Первичный рынок;руб. за квадратный метр
2023-12-01;125123.1637396862;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-01-01;129640.552914689;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-02-01;132673.6068986491;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-03-01;130806.6254861754;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-04-01;135940.6207198413;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-05-01;135171.0077101758;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-06-01;136346.7283738349;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-07-01;132743.9160467387;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-08-01;134499.4322609265;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-09-01;135110.9297696723;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-10-01;135259.0863210095;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-11-01;137634.6296792859;Ростовская область;Первичный рынок;руб. за квадратный метр
2024-12-01;140975.2646067175;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-01-01;142035.4102856299;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-02-01;140806.7062603194;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-03-01;141050.8941382626;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-04-01;141912.0782057989;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-05-01;139839.9276161028;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-06-01;140211.3164649591;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-07-01;142189.5958115043;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-08-01;141031.9378381691;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-09-01;139060.5928437485;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-10-01;142522.5461010945;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-11-01;144022.0538625885;Ростовская область;Первичный рынок;руб. за квадратный метр
2025-12-01;142814.414390046;Ростовская область;Первичный рынок;руб. за квадратный метр
2026-01-01;147550.7305072397;Ростовская область;Первичный рынок;руб. за квадратный метр
2022-01-01;75390.5993623507;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-02-01;77629.0840994577;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-03-01;81063.13360134;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-04-01;82077.0774107469;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-05-01;82355.6752622775;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-06-01;81894.681254583;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-07-01;82063.600736096;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-08-01;81944.8640909581;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-09-01;82016.0535317585;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-10-01;81614.6401953039;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-11-01;81401.9033242105;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-12-01;82437.9219628821;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-01-01;84064.1217530037;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-02-01;82174.4756740548;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-03-01;85341.5050754733;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-04-01;84631.4977462138;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-05-01;82643.442992126;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-06-01;83499.027328311;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-07-01;84666.0935746606;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-08-01;85848.6531091035;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-09-01;87101.8335846373;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-10-01;88763.7351197;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-11-01;86949.6721674763;Воронежская область;Вторичный рынок;руб. за квадратный метр
2023-12-01;89804.7442160209;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-01-01;92023.2711900533;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-02-01;92417.914214166;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-03-01;93485.1819834877;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-04-01;93046.4958981834;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-05-01;94065.2945600794;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-06-01;94435.5384687246;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-07-01;95524.6194894402;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-08-01;97116.7629478301;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-09-01;96930.6702773925;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-10-01;97682.0729924063;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-11-01;97726.5557050162;Воронежская область;Вторичный рынок;руб. за квадратный метр
2024-12-01;100411.9182768692;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-01-01;100329.4174501043;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-02-01;102491.7100913621;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-03-01;101522.2225240055;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-04-01;102096.0198845858;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-05-01;105858.1918518518;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-06-01;103738.1314182148;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-07-01;102317.731308435;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-08-01;104156.6896214343;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-09-01;103011.0383000739;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-10-01;102996.9174011834;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-11-01;103680.1859176213;Воронежская область;Вторичный рынок;руб. за квадратный метр
2025-12-01;110519.0247106326;Воронежская область;Вторичный рынок;руб. за квадратный метр
2026-01-01;108073.638676307;Воронежская область;Вторичный рынок;руб. за квадратный метр
2022-01-01;109241.8289029127;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-02-01;113932.1835406091;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-03-01;117895.7771977612;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-04-01;114255.5979691517;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-05-01;115849.1559785559;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-06-01;115613.8330932425;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-07-01;111715.0849773869;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-08-01;112004.1108901028;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-09-01;113662.9235069817;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-10-01;111061.172174523;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-11-01;109923.7573483484;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-12-01;111461.5869552139;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-01-01;114664.2720714901;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-02-01;116678.2700647059;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-03-01;118902.7017986284;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-04-01;119130.9049262348;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-05-01;121827.7254281568;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-06-01;121581.8539618456;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-07-01;124401.5427777778;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-08-01;131479.9412182741;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-09-01;138123.0539744475;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-10-01;135315.918240199;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-11-01;138940.7503778375;Архангельская область;Первичный рынок;руб. за квадратный метр
2023-12-01;140744.2512338983;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-01-01;140385.5587159147;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-02-01;140353.7211739714;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-03-01;142342.7622594881;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-04-01;137224.0450508544;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-05-01;139899.3666975023;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-06-01;139966.8130988024;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-07-01;140112.479015457;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-08-01;139967.1993949643;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-09-01;140350.4252809216;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-10-01;137933.3986490566;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-11-01;137220.9094417688;Архангельская область;Первичный рынок;руб. за квадратный метр
2024-12-01;139182.6105416192;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-01-01;139319.6526524512;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-02-01;139948.3017792126;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-03-01;137665.1684762854;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-04-01;135406.3765495808;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-05-01;134695.2787077562;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-06-01;138288.2495174099;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-07-01;139101.8413542274;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-08-01;138506.9245883605;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-09-01;138086.4367167502;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-10-01;135093.1543338558;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-11-01;134717.9393292957;Архангельская область;Первичный рынок;руб. за квадратный метр
2025-12-01;139365.4714694082;Архангельская область;Первичный рынок;руб. за квадратный метр
2026-01-01;142595.0068058161;Архангельская область;Первичный рынок;руб. за квадратный метр
2022-01-01;254758.1746924681;Москва;Вторичный рынок;руб. за квадратный метр
2022-02-01;311633.9585255471;Москва;Вторичный рынок;руб. за квадратный метр
2022-03-01;315903.7840426664;Москва;Вторичный рынок;руб. за квадратный метр
2022-04-01;323769.9056607768;Москва;Вторичный рынок;руб. за квадратный метр
2022-05-01;329873.2503064945;Москва;Вторичный рынок;руб. за квадратный метр
2022-06-01;288924.1366724464;Москва;Вторичный рынок;руб. за квадратный метр
2022-07-01;282984.0604606746;Москва;Вторичный рынок;руб. за квадратный метр
2022-08-01;278544.5125991456;Москва;Вторичный рынок;руб. за квадратный метр
2022-09-01;313788.7838960515;Москва;Вторичный рынок;руб. за квадратный метр
2022-10-01;305829.6956500104;Москва;Вторичный рынок;руб. за квадратный метр
2022-11-01;302783.7577300733;Москва;Вторичный рынок;руб. за квадратный метр
2022-12-01;299589.7555822778;Москва;Вторичный рынок;руб. за квадратный метр
2023-01-01;295834.1979562081;Москва;Вторичный рынок;руб. за квадратный метр
2023-02-01;293022.6891186222;Москва;Вторичный рынок;руб. за квадратный метр
2023-03-01;281476.3782065286;Москва;Вторичный рынок;руб. за квадратный метр
2023-04-01;281954.6853459886;Москва;Вторичный рынок;руб. за квадратный метр
2023-05-01;284927.6738691827;Москва;Вторичный рынок;руб. за квадратный метр
2023-06-01;287177.4270270051;Москва;Вторичный рынок;руб. за квадратный метр
2023-07-01;294164.0207986069;Москва;Вторичный рынок;руб. за квадратный метр
2023-08-01;301626.4482559724;Москва;Вторичный рынок;руб. за квадратный метр
2023-09-01;305647.5677323208;Москва;Вторичный рынок;руб. за квадратный метр
2023-10-01;312294.4256682456;Москва;Вторичный рынок;руб. за квадратный метр
2023-11-01;315080.3071710142;Москва;Вторичный рынок;руб. за квадратный метр
2023-12-01;318645.3559692029;Москва;Вторичный рынок;руб. за квадратный метр
2024-01-01;319107.8797142583;Москва;Вторичный рынок;руб. за квадратный метр
2024-02-01;319829.6053075721;Москва;Вторичный рынок;руб. за квадратный метр
2024-03-01;322748.8158675612;Москва;Вторичный рынок;руб. за квадратный метр
